SMILES,true,predicted
*C*,-54.0,60.94133758544922
*CC(*)(C)C,-72.0,94.46929931640625
*CC(*)CCCCCCCCCCCC,10.0,38.60143280029297
*/C=C/CC*,-91.0,56.13910675048828
*CCC(C)C(*)C,-26.0,99.09815979003906
*/C=C/*,-4.0,62.428810119628906
*CC(*)c1ccccc1COC,89.0,116.94290161132812
*CC(*)c1ccccc1C(=O)OCC(C)C,127.0,136.2006378173828
*CC(*)c1ccccc1Cl,119.0,141.8691864013672
*CC(*)c1ccc(CCCCCCCCC)cc1,-53.0,84.87454986572266
*CC(*)c1ccc(CCCCCCCCCCCCCCCCCC)cc1,32.0,51.01372528076172
*CC(*)c1ccc(Cl)cc1,124.0,141.71597290039062
*CC(*)c1ccc(Br)cc1,132.0,141.67697143554688
*CC(*)c1ccc(C(C)(O)CC)cc1,190.0,147.12269592285156
*CC(*)c1ccc(C(C)(O)CCCC)cc1,90.0,134.25634765625
*CC(*)c1ccc(COCCCC)cc1,10.0,92.48321533203125
*CC(*)c1ccc(COCCOCCCC)cc1,-38.0,54.86891174316406
*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,114.0,140.53492736816406
*CC(*)c1ccc(C(=O)OC)cc1,122.0,131.3064727783203
*CC(*)c1ccc(C(=O)CC)cc1,102.0,140.37892150878906
*CC(*)c1ccc(C(=O)CCCCC)cc1,66.0,119.75212097167969
*CC(*)c1ccc(C(=O)c2ccccc2)cc1,98.0,156.96395874023438
*CC(*)c1ccc(F)cc1,95.0,136.69088745117188
*CC(*)c1ccc(OCC)cc1,86.0,118.01811981201172
*CC(*)c1ccc(OCCC)cc1,70.0,109.57799530029297
*CC(*)c1ccc(OCCCC)cc1,52.0,101.91258239746094
*CC(*)c1ccc([Si](C)(C)C)cc1,136.0,124.61843872070312
*CC(*)c1ccc(C)cc1C,112.0,146.88870239257812
*CC(*)c1cc(C)cc(C)c1,112.0,146.85108947753906
*CC(*)c1ccc(C)c(C)c1,111.0,146.73410034179688
*CC(*)c1c(C)cc(C)cc1C,126.0,149.82814025878906
*C(F)(F)C(*)(F)c1ccccc1,206.0,134.49032592773438
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,194.0,124.82734680175781
*CC(*)c1ccc(C(C)=O)cc1,115.5,145.20346069335938
*CC(*)c1ccc(C(=O)C(F)(F)F)cc1,95.0,129.3760986328125
*CC(*)c1ccc(COCC(CC)CCCC)cc1,-23.0,97.8056640625
*CC(*)c1ccc(COCCOCCCCCCCC)cc1,-42.0,48.19480895996094
*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],97.0,42.356300354003906
*CC(*)OCCCCC,-66.0,39.102806091308594
*CC(*)OCCCCCCCCCC,-62.0,35.960723876953125
*CC(*)OC(=O)c1ccccc1,70.4000015258789,118.81617736816406
*/C=C/C(C)C(*)C(=O)OC,53.0,98.22000122070312
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,-73.0,112.19917297363281
*CC(*)OC(C)C,-7.5,82.94698333740234
*CC(*)(C)OC,67.0,70.91909790039062
*CC(*)Cc1ccccc1C,80.0,134.32321166992188
*CC(*)SCC,-7.0,50.73518371582031
*C(OC(F)(F)F)C(*)(F)F,-10.0,52.61261749267578
*CC(*)C(=O)c1ccc(C)c(C)c1,42.0,146.10458374023438
*CC(*)C(=O)c1ccc(CCC)cc1,44.0,132.65745544433594
*CC(*)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,27.0,52.83544921875
*CC(*)OC(=O)c1ccccc1C,42.5,125.84684753417969
*CC(*)OC(=O)c1ccc([Si](C)(C)C)cc1,130.5,105.24842071533203
*CC(*)P(=O)(c1ccccc1)c1ccccc1,127.5,141.43743896484375
*C1Cc2ccccc2C1*,188.5,176.96405029296875
*CCC/C=C(/*)c1ccccc1,0.0,109.22282409667969
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],160.0,145.20346069335938
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,14.5,91.21302795410156
*CC(*)C(=O)OCC,-20.0,67.38706970214844
*CC(*)C(=O)OCCC,-38.5,60.27284240722656
*CC(*)C(=O)OCC(F)(F)F,3.0999999046325684,49.854949951171875
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-39.0,50.73518371582031
*CC(*)C(=O)OCCOC,-34.0,40.20587921142578
*CC(*)C(=O)OCCOCC,-50.0,39.537376403808594
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,-68.0,47.320106506347656
*CC(*)(C)C(=O)OC1CC(C)CC(C)(C)C1,125.0,132.49310302734375
*CC(*)(C)C(=O)OCCc1ccccc1,49.0,117.87745666503906
*CC(*)(C)C(=O)OCCF,90.0,52.61261749267578
*CC(*)(C)C(=O)OCCCl,63.0,64.08341979980469
*CC(*)(C)C(=O)OCc1ccco1,111.0,109.80014038085938
*CC(*)C(=O)OC1CCCCC1,25.0,86.85784912109375
