SMILES,true,predicted
*CC(*)C(C)C,60.0,75.6910629272461
*CC(*)CCCC,-50.0,74.54967498779297
*CC(*)CCCCCCC,-47.0,73.26477813720703
*CC(*)CCCCCCCC,-35.0,73.2147216796875
*CC(C)C(*)(C)C,37.0,75.37401580810547
*CCCC(*)(C)CC,-23.0,73.26477813720703
*CC(*)C1CCCC1,75.0,75.75782012939453
*CC(*)CC(C)(C)C,190.0,76.11325073242188
*/C=C/CCCCCC*,-78.0,73.18801879882812
*/C=C/CCCCCCCCCC*,-53.0,72.99444580078125
*CC(*)c1ccccc1COCC,74.0,80.22491455078125
*CC(*)c1ccccc1COCCC,97.0,79.81776428222656
*CC(*)c1ccccc1COCc1ccccc1,72.0,105.0898208618164
*CC(*)c1ccccc1C(=O)OCCC,108.0,81.70718383789062
*CC(*)c1ccccc1C(=O)OC(C)C,146.0,90.0560302734375
*CC(*)c1ccccc1C(=O)OCCCCC,92.0,80.3600845336914
*CC(*)c1ccccc1C(=O)OCCCCCC,45.0,79.6825942993164
*CC(*)c1ccccc1C(=O)Oc1ccccc1,124.0,109.96156311035156
*CC(*)c1ccc(CC)cc1,71.4000015258789,80.75222778320312
*CC(*)c1ccc(CCCC)cc1,6.0,80.89739990234375
*CC(*)c1ccc(CCCCCCCCCCCCCCCC)cc1,4.5,73.2447509765625
*CC(*)c1ccc(/C(C)=N/O)cc1,134.0,85.88047790527344
*CC(*)c1ccc(C(C)(C)O)cc1,170.0,85.25004577636719
*CC(*)c1ccc(C(=O)N(CC)CC)cc1,102.0,87.75753784179688
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,38.0,79.84945678710938
*CC(*)c1ccc(C(=O)OCC)cc1,94.0,82.35763549804688
*CC(*)c1ccc(C(=O)OC(C)C)cc1,95.0,90.61577606201172
*CC(*)c1ccc(C(=O)OCCCC)cc1,76.0,81.02088928222656
*CC(*)c1ccc(C(=O)OCC(C)C)cc1,90.0,92.65939331054688
*CC(*)c1ccc(C(=O)CCC)cc1,74.0,84.27227020263672
*CC(*)c1ccc(OC)cc1,108.4000015258789,80.59870910644531
*CC(*)c1ccc(OCCC(C)C)cc1,57.0,88.69773864746094
*CC(*)c1ccc(Oc2ccccc2)cc1,85.0,104.88259887695312
*CC(*)c1c(Cl)cccc1Cl,165.0,80.39346313476562
*CC(*)c1ccc(Cl)cc1C,145.0,80.61873626708984
*CC(*)c1ccc(Cl)cc1Cl,135.0,80.49858856201172
