SMILES,true,predicted
O=C1CCCCCO1,253.59622192382812,225.51622009277344
O=C1OCCOC(=O)c2ccc1cc2,346.9880676269531,329.669677734375
C=C(C)C(=O)OCCCC,294.3222961425781,286.3883361816406
C=COC(C)=O,313.53936767578125,294.11883544921875
C=C(C)C(=O)OCCO,367.1573181152344,328.0210876464844
C=CC1CCCCC1,397.6490478515625,346.14520263671875
C=Cc1ccc(C(C)(C)C)cc1,402.0,369.3927001953125
C=Cc1ccccc1Cl,392.9974670410156,368.97784423828125
C=CO,333.7244567871094,246.4959716796875
C=COCCCCCC,209.0,200.74920654296875
C=CSC,272.0,275.5461730957031
C=C(C)C(=O)OC(C)C,336.3941955566406,331.95306396484375
C=CC(C)C,323.0,286.5854187011719
C=C(C)C#N,391.3262023925781,426.58245849609375
[CH2]C(C[O])(CCl)CCl,265.0,167.20184326171875
C=CC(=O)OC(CC)CC,257.0,236.24484252929688
C=Cc1ccc(COCCCCCC)cc1,278.0,274.156982421875
O=C1CCCCC(=O)OCCO1,233.0,246.65164184570312
O=C1CCCCC(=O)OCCCCO1,205.0,56.35802459716797
C=CC(=O)OCCCCCCC,213.0,207.5290069580078
C=Cc1ccc(COCCC)cc1,295.0,312.46539306640625
C=Cc1ccc(OC)cc1C,363.0,374.84161376953125
C=Cc1ccc(Cl)c(C)c1,387.0,399.37127685546875
C=Cc1cccc(CO)c1,398.0,403.8735656738281
NC(=O)c1cccc(C(=O)N2C3=CC=CC2=C3)c1,545.0,383.0242919921875
[O]c1c(-c2ccccc2)c[c]cc1-c1ccccc1,493.0,336.100341796875
C=CCC1CCCC1,333.0,347.51849365234375
C=Cc1ccc(Cl)cc1Cl,406.0,390.46673583984375
O=C(O)c1cccc(C(=O)O)c1.OCCCCO,297.0,283.30755615234375
O=C(O)CCCCC(=O)O.OCCO,230.0,240.0716552734375
O=C(O)c1ccc(C(=O)O)cc1.OCCCO,326.0,311.5511779785156
*Cc1c(C)c(C)c(CNC(=O)CCCCCC(C)CC(=O)N*)c(C)c1C,211.0,176.1423797607422
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)CCC3CCCCC3C2)cc1,248.0,252.82461547851562
*Cc1cc2cc(C(=O)Nc3ccc(-c4ccc(NC(=O)c5cc6cc(*)c(OC(=O)COc7ccc8ccc(=O)oc8c7)cc6oc5=O)cc4)cc3)c(=O)oc2cc1OC(=O)COc1ccc2ccc(=O)oc2c1,248.0,245.1229248046875
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)CCC3CCCCC3C2)cc1C,207.0,202.80845642089844
*Nc1cccc(C#Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)c1,268.0,276.43414306640625
*C(=O)CCCCCCCCC(=O)N1CC(C)N(*)CC1C,-60.5,76.50967407226562
*c1ccc(C(=O)Nc2ccc(-c3cc(Br)ccc3NC(=O)c3ccc(S(*)(=O)=O)cc3)cc2)cc1,288.0,281.5967102050781
*Oc1ccc(/C(=C/c2ccc(-c3ccc(/C=C(\c4ccccc4)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)cc2)c2ccccc2)cc1,224.0,222.1064453125
*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)c(O)c2)cc1O,386.0,270.2594299316406
*CCCCNC(=O)C(=O)N*,120.0,208.67001342773438
*CCCCCCCCNC(=O)C(OC)C(OC)C(=O)N*,89.0,93.46332550048828
*Cc1ccccc1CN(CC)c1ccc(/C=C/c2ccc(/C=C(\C#N)C(=O)NC3CCCCC3NC(=O)/C(C#N)=C/c3ccc(/C=C/c4ccc(N(*)CC)cc4)cc3)cc2)cc1,201.0,209.62962341308594
*Nc1cc(NC(=O)c2cc(OCCCN(C)c3ccc(/N=N/c4ccc(S(C)(=O)=O)cc4)cc3)cc(C(*)=O)c2)cc(C(=O)OCCCN(C)c2ccc(/N=N/c3ccc(S(C)(=O)=O)cc3)cc2)c1,168.0,152.55335998535156
*Nc1cc(NC(=O)c2cc(OCCCS(=O)(=O)c3ccc(/N=N/c4ccc(N(C)C)cc4)cc3)cc(C(*)=O)c2)cc(C(=O)OCCCN(C)c2ccc(/N=N/c3ccc(S(C)(=O)=O)cc3)cc2)c1,166.0,153.4346923828125
*NC(CCC(=O)Nc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(*)=O,132.0,233.96505737304688
*CCCCCCN(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(*)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,187.5,95.6012954711914
*CCCCCCN(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)CCCCC(=O)N(*)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,119.4000015258789,76.18026733398438
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,221.60000610351562,58.40702819824219
*Nc1ccc(C(=O)c2ccc(NC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)cc1,271.0,264.83294677734375
*Nc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,300.0,258.0620422363281
*Nc1ccc(C(c2ccc(NC(=O)c3cc(C(*)=O)cc(C(C)(C)C)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,284.1000061035156,267.6336669921875
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)CCCCCCCCCCN4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)cc1,150.0,182.69227600097656
*Nc1ccc(C(c2ccc(NC(=O)c3cc(NC(=O)CCCCCN4C(=O)c5ccccc5C4=O)cc(C(*)=O)c3)cc2)(C(F)(F)F)C(F)(F)F)cc1,225.0,243.4447021484375
