SMILES,true,predicted
C=Cc1cccc(C)c1,370.9959716796875,404.6702575683594
C=Cc1ccc(Cl)cc1,391.2307434082031,424.35125732421875
C=CC#N,382.9514465332031,331.1138610839844
C=CC(=O)OCCCC,219.24957275390625,229.76663208007812
C=CC,256.8507080078125,283.4511413574219
FC(F)=C(F)Cl,368.6153259277344,303.94122314453125
COCC1CO1,211.0,233.0088348388672
C=C(C)C(=O)OC1CCCCC1,364.7258605957031,364.994140625
O=C1OCCOC(=O)c2cccc1c2,324.0,339.7222900390625
C=COC(=O)CC,283.0,270.9520568847656
C=COC=O,304.9967346191406,282.282470703125
C=C(C)C(=O)Oc1ccccc1,389.63800048828125,380.5528564453125
NCCCCCCCCCC(=O)O,315.66632080078125,311.5660400390625
C=CC(=O)OCCC,229.66473388671875,241.25894165039062
C=CC(=O)OC(C)CC,253.0,264.1453552246094
C=CCCC,227.89190673828125,215.64471435546875
C=CC(=O)OCC(C)C,245.96310424804688,259.5728454589844
O=C([O-])c1ccc(O)cc1,420.0,468.7830810546875
C=CCCCC(C)C,239.0,254.07717895507812
C=COCC(C)C,251.0,262.93695068359375
C=COC(C)C,270.0,273.7489013671875
C=COC(=O)CCC,278.0,253.62472534179688
C=CN1CCCC1=O,430.3184814453125,386.92529296875
C=CC(=O)NC(C)C,355.5007629394531,401.709228515625
C=Cc1ccccc1CO,433.0,396.56744384765625
[CH2]CCC[O],190.0,209.7709503173828
C=COCCCCCCCC,194.0,196.60693359375
FC(F)=C(F)C(F)(F)F,425.0,310.78680419921875
[CH2]CCCCCCC[O],203.0,205.0263671875
C=Cc1ccc(OCC)cc1,359.0,337.8814697265625
[S]c1cc[c]cc1,360.0,329.2327880859375
C=COC(=O)CCl,304.0,295.96221923828125
C=Cc1ccc(C)c(C)c1,384.0,395.26458740234375
C=CC1CCCC1,348.0,366.9200439453125
C=C(C)C(=O)OCCC(C)(C)C,318.0,299.7152099609375
NCCCCCCC(=O)O,330.0,330.3865661621094
C=CCc1ccccc1,333.0,340.29681396484375
C=Cc1ccc(OCCC)cc1,343.0,324.77191162109375
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.O=C(O)c1cccc(C(=O)O)c1,462.0,466.2663269042969
O=c1oc2cccc(c2)oc(=O)c2cccc1c2,411.0,245.62322998046875
C=Cc1ccc(C23CC4CC(CC(C4)C2)C3)cc1,490.28564453125,283.5567932128906
C1CO1,272.9010925292969,213.33572387695312
C=Cc1ccc(C)cc1,376.9880676269531,419.9150390625
*c1ccc2cc(OC(=O)c3cccc(C(=O)Oc4ccc5cc(-c6nc7ccccc7nc6*)ccc5c4)c3)ccc2c1,151.0,158.6975555419922
*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C5C6CCC(C6)C5C4=O)c3)cc2)cc1,311.0,324.0440673828125
*CCCCCCNC(=O)C(OC)C(OC)C(=O)N*,106.0,104.33021545410156
*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)c(S)c2)cc1S,395.0,296.54266357421875
*Oc1ccc(C2(c3ccc(OC(=O)C45CC6CC(CC(C(*)=O)(C6)C4)C5)cc3)c3ccccc3-c3ccccc32)cc1,335.0,351.59442138671875
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)c(C)c3)CCC3CCCCC3C2)cc1C,247.0,234.73782348632812
*CCCP(CCCCCCCC)CCCNC(=O)CCCCC(=O)N*,12.0,31.64801788330078
*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)cc(N4C(=O)C5CC=CCC5C4=O)c3)cc2)cc1,286.0,291.67425537109375
*CCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O*,38.0,41.72473907470703
