SMILES,true,predicted
C=C(C)C(=O)OC,375.83935546875,352.5494384765625
C=C,219.99969482421875,271.10772705078125
C=CC(=O)OCC,250.7996826171875,271.681884765625
C=C(C)C(=O)OCCC,310.71392822265625,320.1114501953125
C=C(C)c1ccccc1,353.78863525390625,387.7159118652344
C=Cc1ccccc1C,409.0,386.01373291015625
CCCCCCOCC1CO1,188.33274841308594,197.13345336914062
C=Cc1ccc(F)cc1,377.9973449707031,399.26800537109375
C=Cc1cccc(Cl)c1,363.0,381.42413330078125
C=Cc1ccncc1,415.0,393.52911376953125
C=C(C)C(=O)OCCCl,365.0,324.28924560546875
C[C@H](O)C(=O)O,328.0604248046875,354.09259033203125
C=CC(=O)OCCCCCCCC,208.0,212.17431640625
C=CCC,233.53138732910156,234.97531127929688
NCCCCCCCCCCC(=O)O,319.7610168457031,313.046630859375
NCCCCCCCCCCCC(=O)O,310.9967956542969,311.6129150390625
C[CH]CCCC(C)C([O])=O,240.0,254.4416046142578
C=CCCC(C)C,259.0,269.4625244140625
C=CC(=O)OC(C)CCCCCC,228.0,227.3318634033203
C=Cc1ccccc1OCCCCCCCC,286.0,256.965087890625
C=C(C)C(=O)OCCOC,293.0,303.4921875
C=COCCCC,221.0,217.41586303710938
[CH2]CC[O],195.0,212.04306030273438
C=COCCCCCCCCCC,197.0,196.5614013671875
C=COCC(CC)CCCC,207.0,196.9639434814453
C=Cc1ccccn1,377.0,378.5926513671875
[CH2]c1cc(C)c([CH2])cc1C,373.0,396.72137451171875
C=Cc1cc(C)cc(C)c1,377.0,382.21990966796875
C=Cc1ccccc1F,378.0,391.8131103515625
C=C(C)C(=O)OCC(C)(C)C,306.0,351.2531433105469
NC(=O)CCCCCCCCC(=O)N1CCCCCC1,313.0,331.19415283203125
C=C(F)C(F)(F)F,315.0,310.19390869140625
C=Cc1ccc(Cl)cc1C,418.0,377.17633056640625
C=Cc1ccc(OCCCC)cc1,320.0,326.6942138671875
NCCCCCCCCC(=O)O,324.0,319.14422607421875
NC(=O)CCCCC(=O)N1CCCCCC1,330.0,361.96136474609375
C=Cc1ccc(OCCC(C)C)cc1,330.0,350.90252685546875
