SMILES,true,predicted
*CC(*)CC,-24.100000381469727,17.239944458007812
*CC(*)CCCCCCCCCC,-6.0,-35.734954833984375
*CC(*)CCCCCCCCCCCCCCCC,55.0,-34.09295654296875
*CC(*)CCC1CCCCC1,40.0,61.84490203857422
*CC(*)(C)CCC,27.0,23.713592529296875
*CC(*)C1CCCC(C)C1,141.0,80.48694610595703
*CC(*)c1ccccc1,99.9000015258789,118.38764190673828
*CC(*)c1ccccc1C(=O)O,177.0,169.1327362060547
*CC(*)c1ccccc1C(=O)OCC,118.0,114.0021743774414
*CC(*)c1ccccc1C(=O)OCCCC,66.0,88.19862365722656
*CC(*)c1cccc(Cl)c1,90.0,117.26466369628906
*CC(*)c1ccc(CCCCCCCC)cc1,-45.0,-16.232406616210938
*CC(*)c1ccc(CCCCCCCCCC)cc1,-65.0,-19.845932006835938
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,-36.0,-7.009735107421875
*CC(*)c1ccc(C(C)(O)CCC)cc1,135.0,135.56362915039062
*CC(*)c1ccc(COCCO)cc1,46.0,45.12175750732422
*CC(*)c1ccc(COCCCCO)cc1,20.0,26.67792510986328
*CC(*)c1ccc(C(=O)OCCC)cc1,92.0,68.29029846191406
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,66.0,28.78553009033203
*CC(*)c1ccc(C(=O)CCCCCCC)cc1,50.0,22.725540161132812
*CC(*)c1ccc(S(=O)(=O)OCCC)cc1,217.0,85.06700134277344
*CC(*)c1cc(C)ccc1C,143.0,88.93049621582031
*CC(*)c1cc(Cl)ccc1Cl,108.0,149.7921600341797
*CC(*)c1cc(Br)ccc1OCCCC,47.0,60.62493133544922
*CC(*)c1ccc(Cl)c(C)c1,114.0,109.05058288574219
*CC(*)(C)c1ccccc1,168.0,124.84573364257812
*CC(*)c1cccc2ccccc12,160.0,163.8324432373047
*CC(*)(C)c1ccc(C)cc1,176.0,130.0178680419922
*CC(*)c1ccc(B(O[Si](C)(C)C)O[Si](C)(C)C)cc1,84.0,30.009544372558594
*CC(*)c1ccc(C)nc1,136.0,89.24687194824219
*CC(c1ccccn1)C(c1ccccc1)C(*)c1ccccn1,150.0,124.3226089477539
*CC(*)c1ccc(O)cc1,158.0,146.76097106933594
*CC(*)c1ccc(OC(C)=O)cc1,113.0,112.95542907714844
*CC(*)c1ccc(CCC)cc1,46.75,51.93646240234375
*CC(*)O,76.5,72.22850036621094
*CC(*)c1ccccn1,105.0,102.63850402832031
*CC(*)n1c2ccccc2c2ccccc21,225.0,174.56390380859375
*CC(*)OC,-25.799999237060547,31.247581481933594
*CC(*)OCC,-33.0,6.1508331298828125
*CC(*)O[N+](=O)[O-],37.5,69.33870697021484
*CC(*)OCC(CC)CCCC,-66.0,-59.97998046875
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-10.0,19.101791381835938
*CC(*)SC,-1.0,23.24346160888672
*CC(*)C(=O)c1ccc(C(C)(C)C)cc1,103.5,92.14203643798828
*CC(*)C(=O)c1ccc(CC)cc1,49.25,42.185874938964844
*CC(*)C(=O)c1ccc(OC)cc1,46.0,59.66101837158203
*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,61.0,58.46087646484375
*CC(*)OC(=O)C1CCCCC1,66.0,55.96702575683594
*CC(*)OC(=O)CCCC1CCCCC1,-10.0,27.00988006591797
*CC(*)OC(=O)c1ccc(CC)cc1,57.0,53.98790740966797
*CC(*)OC(=O)c1ccncc1,98.5,132.6562957763672
*CC(*)OC(=O)c1ccc(C)cc1,73.5,61.1494140625
*CC(*)OC(=O)c1cccnc1,86.5,96.38288879394531
*CC(*)c1cccs1,71.0,81.34527587890625
*CC(*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,-23.0,-21.546096801757812
*CC(*)OC(=O)C1CCCC1,36.0,61.57518005371094
*CC(*)OC(=O)C1(C)CCCCC1,86.0,57.76622772216797
*CCC/C=C(/*)c1ccc(OC)cc1,11.0,22.815147399902344
*CCC/C=C(/*)c1ccc(Cl)cc1,16.0,27.10546875
*CC/C=C(/*)[Sn](CCCC)(CCCC)CCCC,-80.0,9.748367309570312
*C(F)(F)C(*)(F)OC(F)C(F)F,35.0,91.07960510253906
*CC(*)OC(=O)CC1CCCC1,-3.0,48.78266906738281
*CC(*)C(=O)OC(C)(C)C,40.0,71.29569244384766
*CC(*)C(=O)OCCCCCCCC,-65.0,-57.57206726074219
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCC,-42.5,-49.85546875
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,100.0,179.99508666992188
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,42.29999923706055,25.70111083984375
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,-30.0,-16.294143676757812
*CC(*)C(=O)OCCOCC(F)(F)F,-38.0,-16.85198974609375
*CC(*)C(=O)OCCOC(F)(F)C(F)F,-22.0,-7.924652099609375
*CC(*)(C)C(=O)OC,108.0,83.41687774658203
*CC(*)(C)C(=O)OCC,66.0,70.016845703125
*CC(*)(C)C(=O)OCCCCCCCC,-11.0,-11.42376708984375
*CC(*)(C)C(=O)Oc1ccccc1,110.0,105.06439208984375
*CC(*)(C)C(=O)OCCBr,52.0,62.55168914794922
*CC(*)(C)C(=O)OC(C(F)(F)F)C(F)(F)F,75.0,107.80045318603516
*CC(*)(C)C(=O)OCCOCC,-16.0,31.991653442382812
*CC(*)C(N)=O,193.0,108.91116333007812
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-35.0,-24.322952270507812
*CC(*)C(=O)OCC(CC)CCCC,-62.0,-55.71087646484375
*CC(*)(C)C(=O)OC1CC2CCC1(C)C2(C)C,180.5,222.72637939453125
*CC(*)(Cl)C(=O)OCCCC,42.0,70.74809265136719
*CC(*)C(=O)OCC(C)(C)C,22.0,43.3712158203125
*CC(*)C(=O)Oc1ccccc1,60.0,58.60230255126953
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,24.0,41.26780700683594
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,67.0,84.06673431396484
*CC(*)C(=O)Oc1ccc(C#N)cc1,92.0,101.22199249267578
*CC(*)C(=O)Oc1ccccc1Cl,318.0,60.41493225097656
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,131.0,132.84031677246094
*CC(*)(F)C(=O)OC,142.0,106.34320068359375
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,48.0,43.961143493652344
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,132.0,94.54904174804688
*CC(*)(C)C(=O)Oc1ccc(C(C)(C)C)cc1,91.0,126.52175903320312
*CC(*)(C)C(N)=O,88.69999694824219,124.52438354492188
*CC(*)(C)C(=O)Oc1cc(C)cc(C)c1,106.0,102.30792999267578
*CC(*)(C)C(=O)OCC1CO1,68.5,127.44451141357422
*CC(*)C(=O)OCCCCCC(=O)Oc1ccc(-c2ccc(C#N)cc2)cc1,38.0,36.67875671386719
*CCCC(*)(C)C(=O)O,132.0,101.34620666503906
*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,92.0,109.2841796875
*CC(*)C(=O)NCCCCCC(=O)O,68.0,44.772544860839844
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,34.0,43.271018981933594
*CC(*)C(=O)O[Na],114.4000015258789,57.335594177246094
*CC(*)C(=O)OC1CCCCCCCCCCC1,37.0,42.607635498046875
*CC(*)Cl,80.0,84.19393157958984
*C(F)C(*)(F)F,31.450000762939453,44.55851745605469
