SMILES,true,predicted
*CC(*)CCC,-37.0,1.884918212890625
*CCCC(*)(C)C,-20.0,-20.673248291015625
*CCCCCCCC(*)C,-58.0,-29.347488403320312
*CC(*)C1CCCCC1,119.69999694824219,85.39190673828125
*CC(*)CCc1ccccc1,10.0,34.688194274902344
*CC(*)CCCCCC,-54.0,-15.701751708984375
*CC(*)CCCCCCCCCCCCCC,-24.0,-14.595413208007812
*CC(*)C1CCC(C)CC1,132.0,104.87800598144531
*CC/C=C(/*)CCCCCCC,-83.0,-16.962631225585938
*CC/C=C(/*)C(C)C,-47.0,26.407264709472656
*CC1(*)CCCCC1,100.0,94.30258178710938
*CC(*)c1ccccc1COC(C)C,88.0,115.83724975585938
*CC(*)c1ccccc1COCCCCC,47.0,64.80569458007812
*CC(*)c1ccccc1C(=O)N(C)C,190.0,144.5884246826172
*CC(*)c1ccccc1C(=O)Nc1ccccc1,191.0,157.18228149414062
*CC(*)c1ccccc1C(=O)OCCC(C)C,68.0,98.54078674316406
*CC(*)c1ccccc1C(=O)OCCN(C)C,69.0,83.7313003540039
*CC(*)c1ccccc1F,160.5,113.7326431274414
*CC(*)c1cccc(F)c1,86.0,111.56105041503906
*CC(*)c1ccc(C)cc1,103.0,103.99864959716797
*CC(*)c1ccc(C(C)C)cc1,62.400001525878906,98.70252990722656
*CC(*)c1ccc(C(C)(C)C)cc1,138.0,117.5238037109375
*CC(*)c1ccc(CCCCCC)cc1,-27.0,35.633628845214844
*CC(*)c1ccc(COCCOCC)cc1,0.0,10.36676025390625
*CC(*)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,42.0,26.694168090820312
*CC(*)c1ccc(C(O)CCN(C)C)cc1,43.0,113.28614807128906
*CC(*)c1ccc(COC)cc1,77.0,52.37303161621094
*CC(*)c1ccc(COC(C)CC)cc1,40.0,45.569923400878906
*CC(*)c1ccc(COCCCCCC)cc1,-20.0,18.3695068359375
*CC(*)c1ccc(C(=O)N(C)C)cc1,125.0,135.62725830078125
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,127.0,90.33454132080078
*CC(*)c1cc(Br)ccc1OC,86.0,104.75701904296875
*CC(*)c1cc(Br)ccc1OCCC,54.0,52.86662292480469
*CC(*)c1cc(Br)ccc1OCCC(C)C,37.0,57.55828094482422
*CC(*)c1ccc(Cl)c(F)c1,122.0,115.49368286132812
*CC(*)c1cccc(B(O[Si](C)(C)C)O[Si](C)(C)C)c1,35.0,71.69961547851562
*CC(*)c1cccc(C)n1,92.0,124.20355224609375
*CC(*)n1cc2ccccc2n1,41.5,143.56053161621094
*CC(*)C(C)=O,115.0,64.39640808105469
*CC(*)C#N,95.0,103.4144058227539
*CC(*)(C)C#N,88.5,88.62987518310547
*CC(*)OC(=O)CC,11.899999618530273,2.9918060302734375
*CC(*)CC[Si](C)(C)C,132.0,39.06311798095703
*CC(*)OC(=O)C(F)(F)F,55.0,23.45134735107422
*C(*)O,134.0,150.55859375
