SMILES,true,predicted
*CC(*)CCC,-37.0,47.206756591796875
*CCCC(*)(C)C,-20.0,43.611854553222656
*CCCCCCCC(*)C,-58.0,40.5594482421875
*CC(*)C1CCCCC1,119.69999694824219,44.76488494873047
*CC(*)CCc1ccccc1,10.0,169.89967346191406
*CC(*)CCCCCC,-54.0,39.07710266113281
*CC(*)CCCCCCCCCCCCCC,-24.0,16.823997497558594
*CC(*)C1CCC(C)CC1,132.0,154.13653564453125
*CC/C=C(/*)CCCCCCC,-83.0,32.63951873779297
*CC/C=C(/*)C(C)C,-47.0,167.69691467285156
*CC1(*)CCCCC1,100.0,39.331207275390625
*CC(*)c1ccccc1COC(C)C,88.0,165.5211944580078
*CC(*)c1ccccc1COCCCCC,47.0,74.41995239257812
*CC(*)c1ccccc1C(=O)N(C)C,190.0,180.7042236328125
*CC(*)c1ccccc1C(=O)Nc1ccccc1,191.0,176.2528839111328
*CC(*)c1ccccc1C(=O)OCCC(C)C,68.0,154.7415313720703
*CC(*)c1ccccc1C(=O)OCCN(C)C,69.0,154.05638122558594
*CC(*)c1ccccc1F,160.5,184.48617553710938
*CC(*)c1cccc(F)c1,86.0,184.03456115722656
*CC(*)c1ccc(C)cc1,103.0,183.92388916015625
*CC(*)c1ccc(C(C)C)cc1,62.400001525878906,181.60745239257812
*CC(*)c1ccc(C(C)(C)C)cc1,138.0,177.32260131835938
*CC(*)c1ccc(CCCCCC)cc1,-27.0,137.19943237304688
*CC(*)c1ccc(COCCOCC)cc1,0.0,69.89984893798828
*CC(*)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,42.0,173.51852416992188
*CC(*)c1ccc(C(O)CCN(C)C)cc1,43.0,166.853271484375
*CC(*)c1ccc(COC)cc1,77.0,169.4505157470703
*CC(*)c1ccc(COC(C)CC)cc1,40.0,148.27423095703125
*CC(*)c1ccc(COCCCCCC)cc1,-20.0,61.93982696533203
*CC(*)c1ccc(C(=O)N(C)C)cc1,125.0,180.10824584960938
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,127.0,152.14576721191406
*CC(*)c1cc(Br)ccc1OC,86.0,173.78834533691406
*CC(*)c1cc(Br)ccc1OCCC,54.0,163.99668884277344
*CC(*)c1cc(Br)ccc1OCCC(C)C,37.0,157.8399658203125
*CC(*)c1ccc(Cl)c(F)c1,122.0,183.140625
*CC(*)c1cccc(B(O[Si](C)(C)C)O[Si](C)(C)C)c1,35.0,58.921295166015625
*CC(*)c1cccc(C)n1,92.0,184.0006561279297
*CC(*)n1cc2ccccc2n1,41.5,183.12460327148438
*CC(*)C(C)=O,115.0,183.69473266601562
*CC(*)C#N,95.0,171.8603515625
*CC(*)(C)C#N,88.5,63.658470153808594
